acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-81,57,-2035,-25,24,4
-75,63,-2047,-25,23,8
-75,57,-2042,-23,23,3
-85,55,-2042,-23,22,6
-84,56,-2037,-26,21,8
-74,58,-2034,-29,20,4
-74,59,-2037,-27,19,5
-83,57,-2045,-25,23,7
-75,43,-2049,-26,22,5
-87,56,-2037,-27,23,8
-76,60,-2051,-25,22,6
-78,60,-2044,-30,20,3
-83,51,-2037,-25,26,4
-76,63,-2040,-27,22,3
-79,58,-2043,-23,25,3
-84,61,-2041,-26,26,7
-80,54,-2045,-26,20,3
-77,54,-2047,-25,24,7
-77,60,-2043,-27,22,10
-84,52,-2047,-28,24,5
-85,50,-2059,-27,24,5
-82,73,-2046,-26,26,10
-84,56,-2043,-26,22,6
-70,56,-2055,-25,22,6
-83,50,-2046,-29,21,3
-78,55,-2042,-27,21,3
-79,62,-2033,-27,19,6
-86,50,-2040,-26,25,5
-83,54,-2047,-28,22,7
-83,59,-2045,-24,20,4
-89,53,-2042,-26,18,8
-86,54,-2052,-28,23,6
-80,47,-2045,-28,20,8
-85,52,-2035,-25,21,7
-80,57,-2046,-29,22,7
-84,59,-2040,-30,25,5
-79,60,-2044,-25,24,6
-82,58,-2038,-22,24,6
-87,62,-2034,-26,22,8
-80,54,-2048,-26,21,6
-78,52,-2044,-29,23,4
-78,51,-2043,-29,22,5
-83,52,-2052,-26,24,2
-77,64,-2044,-27,22,1
-88,51,-2041,-28,22,3
-91,57,-2043,-27,26,5
-83,53,-2039,-28,24,8
-76,56,-2045,-28,25,5
-84,62,-2051,-25,25,5
-73,51,-2040,-28,23,6
-77,59,-2030,-24,23,8
-82,57,-2035,-24,25,6
-85,52,-2030,-26,21,3
-86,51,-2046,-26,24,8
-79,57,-2039,-27,23,6
-82,67,-2034,-25,24,4
-81,55,-2040,-27,23,-2
-88,60,-2043,-25,24,9
-83,58,-2043,-23,24,10
-76,56,-2044,-27,23,7
-84,49,-2041,-25,24,7
-79,48,-2047,-24,25,7
-80,59,-2041,-26,26,5
-86,60,-2038,-28,21,6
-82,59,-2047,-26,21,5
-71,57,-2044,-23,22,3
-91,53,-2049,-25,20,8
-79,57,-2047,-28,25,8
-81,54,-2050,-28,20,6
-83,62,-2040,-27,25,5
-80,55,-2036,-28,20,5
-82,62,-2043,-28,27,5
-83,63,-2037,-27,24,5
-81,53,-2047,-23,23,6
-86,60,-2038,-25,25,8
-78,59,-2036,-23,23,5
-78,56,-2044,-25,24,7
-81,59,-2041,-25,22,9
-80,61,-2042,-25,25,5
-84,55,-2041,-27,25,3
-74,57,-2042,-26,24,6
-79,60,-2036,-26,23,5
-81,53,-2041,-26,24,5
-79,57,-2044,-24,19,5
-84,61,-2031,-27,24,7
-83,63,-2038,-26,25,4
-81,57,-2032,-28,25,7
-69,59,-2039,-25,24,12
-77,49,-2042,-23,21,8
-81,52,-2043,-24,21,7
-76,46,-2042,-26,23,6
-82,58,-2035,-25,21,3
-77,56,-2034,-28,25,5
-86,57,-2035,-22,24,7
-86,59,-2047,-23,24,4
-83,54,-2048,-27,20,10
-80,51,-2049,-24,25,3
-79,56,-2035,-27,23,9
-75,57,-2039,-27,25,7
-77,57,-2042,-27,22,1
-77,59,-2044,-31,23,6
-86,58,-2046,-22,21,8
-78,58,-2034,-25,23,6
-83,50,-2044,-24,20,4
-80,59,-2032,-24,26,5
-79,61,-2035,-26,26,1
-78,62,-2036,-27,21,4
-86,61,-2043,-22,24,6
-85,51,-2036,-24,21,9
-82,57,-2039,-28,24,11
-81,55,-2036,-27,24,3
-81,56,-2041,-26,25,4
-79,50,-2036,-23,21,2
-90,60,-2034,-27,24,4
-76,62,-2040,-29,20,3
-81,60,-2048,-26,23,6
-76,52,-2030,-25,24,4
-78,58,-2041,-26,21,2
-80,52,-2047,-27,25,8
-81,62,-2044,-24,20,8
-93,54,-2046,-29,26,9
-78,58,-2048,-28,23,6
-84,58,-2031,-22,19,5
-83,54,-2035,-24,19,6
-80,62,-2037,-26,22,8
-84,62,-2047,-27,20,6
-78,50,-2034,-27,20,3
-85,52,-2053,-26,22,7
-83,56,-2050,-24,24,4
-80,59,-2037,-24,24,3
-79,59,-2039,-27,24,5
-83,63,-2043,-27,24,5
-84,58,-2050,-25,25,4
-83,59,-2045,-26,20,4
-84,52,-2049,-27,21,3
-81,58,-2035,-25,26,5
-79,54,-2045,-27,21,7
-82,60,-2040,-26,24,2
-77,61,-2032,-24,28,4
-81,52,-2040,-27,23,5
-78,65,-2054,-24,23,7
-76,55,-2035,-27,23,8
-77,60,-2037,-24,22,7
-84,60,-2039,-26,20,3
-81,56,-2039,-32,26,5
-79,62,-2045,-27,24,6
-75,56,-2043,-27,21,8
-90,67,-2036,-25,26,5
-85,56,-2043,-24,23,6
-83,49,-2043,-24,22,1
-86,50,-2046,-27,20,4
-78,57,-2044,-25,23,11
-84,55,-2028,-28,21,8
-83,56,-2043,-27,22,5
-77,49,-2051,-27,21,0
-76,61,-2029,-27,26,4
-84,55,-2045,-29,23,5
-84,59,-2033,-29,28,4
-79,59,-2042,-30,24,9
-77,66,-2044,-29,22,6
-79,50,-2037,-24,26,4
-79,63,-2044,-25,26,1
-92,52,-2048,-24,26,4
-85,51,-2042,-26,25,9
-83,54,-2032,-27,25,5
-76,58,-2044,-24,24,5
-78,55,-2038,-27,23,4
-83,61,-2032,-29,25,4
-81,57,-2046,-26,21,8
-75,51,-2040,-28,23,9
-82,59,-2044,-27,23,4
-77,51,-2033,-29,24,4
-77,57,-2044,-27,23,5
-82,56,-2052,-24,21,5
-80,59,-2028,-26,19,3
-81,48,-2047,-25,24,6
-85,59,-2038,-27,25,5
-90,58,-2052,-26,21,2
-83,46,-2044,-30,23,4
-87,61,-2051,-26,23,4
-79,55,-2051,-26,24,8
-84,57,-2049,-25,23,3
-85,58,-2034,-25,20,4
-85,55,-2048,-25,25,3
-82,50,-2034,-28,20,8
-76,54,-2049,-26,26,4
-76,60,-2039,-25,24,5
-83,61,-2045,-31,20,8
-80,58,-2032,-25,23,9
-84,58,-2043,-28,25,9
-75,54,-2035,-27,19,3
-85,58,-2048,-24,21,2
-77,55,-2044,-29,26,1
-80,56,-2047,-26,21,6
-81,61,-2035,-28,25,7
-79,53,-2039,-24,23,4
-78,54,-2045,-24,29,5
-80,59,-2042,-26,22,5
-72,59,-2044,-27,21,4
-82,57,-2034,-25,18,5
-80,50,-2041,-25,26,5
-80,65,-2033,-23,28,5
-79,56,-2042,-29,25,6
-72,61,-2043,-28,21,5
-85,57,-2034,-29,22,5
-78,59,-2035,-25,24,5
-81,64,-2039,-25,29,8
-81,53,-2038,-28,21,4
-85,55,-2054,-23,24,5
-86,53,-2044,-29,25,4
-78,63,-2039,-28,26,7
-81,63,-2050,-30,21,3
-82,61,-2036,-25,25,4
-80,60,-2048,-27,26,6
-77,65,-2052,-26,20,3
-80,45,-2042,-27,21,7
-85,62,-2038,-27,24,8
-82,55,-2049,-25,21,7
-75,52,-2048,-24,19,6
-82,56,-2035,-27,26,0
-88,51,-2046,-27,20,4
-82,54,-2047,-30,25,6
-80,52,-2046,-23,23,6
-80,50,-2048,-26,23,7
-85,62,-2042,-25,21,7
-90,58,-2044,-27,19,4
-84,56,-2042,-25,22,3
-71,60,-2048,-24,22,3
-82,55,-2040,-24,24,8
-81,60,-2041,-24,21,2
-87,60,-2046,-29,21,6
-74,49,-2040,-31,23,2
-78,58,-2032,-27,22,8
-84,54,-2047,-25,26,5
-72,50,-2050,-30,25,0
-87,58,-2037,-29,26,8
-82,59,-2051,-25,24,4
-81,55,-2047,-27,24,10
-82,58,-2047,-26,25,11
-86,64,-2036,-23,22,1
-77,56,-2052,-23,21,4
-73,53,-2046,-30,23,7
-88,61,-2033,-25,21,3
-86,54,-2037,-27,24,3
-84,52,-2035,-25,21,6
-82,55,-2038,-22,26,0
-84,59,-2031,-30,24,4
-84,55,-2046,-29,22,4
-85,62,-2044,-29,25,2
-86,53,-2028,-28,21,1
-75,59,-2048,-27,25,7
-85,63,-2041,-28,23,4
-82,50,-2045,-25,24,5
-80,50,-2042,-25,24,3
-83,58,-2037,-25,23,3
-80,65,-2036,-25,24,8
-86,59,-2044,-28,23,6
-80,57,-2051,-28,23,7
-74,56,-2051,-23,22,5
-81,52,-2039,-22,26,2
-83,53,-2050,-24,23,5
-81,56,-2035,-27,23,5
-82,57,-2042,-25,22,3
-84,62,-2044,-28,22,5
-76,53,-2038,-27,23,4
-82,63,-2038,-27,24,6
-86,53,-2036,-27,23,5
-84,55,-2038,-26,29,5
-77,55,-2042,-24,23,5
-83,56,-2032,-29,22,7
-83,60,-2045,-24,22,5
-87,55,-2045,-23,22,7
-82,57,-2032,-26,20,6
-76,56,-2037,-27,25,6
-85,55,-2052,-28,23,2
-76,61,-2045,-27,27,6
-81,52,-2039,-27,25,3
-79,63,-2039,-27,22,9
-87,63,-2032,-26,21,5
-83,55,-2044,-25,23,6
-85,60,-2042,-24,26,0
-85,63,-2044,-26,17,4
-80,54,-2031,-27,24,0
-75,57,-2049,-28,20,3
-83,55,-2052,-23,23,6
-83,55,-2039,-26,25,4
-80,51,-2037,-25,22,4
-82,55,-2045,-24,27,7
-87,56,-2053,-27,21,6
-81,59,-2051,-27,23,2
-83,58,-2044,-24,20,8
-77,52,-2039,-26,26,5
-80,58,-2025,-29,25,2
-76,61,-2036,-28,21,8
-78,58,-2038,-24,19,4
-84,66,-2037,-25,24,4
-84,61,-2049,-26,21,6
-80,57,-2047,-30,24,7
-81,65,-2050,-26,25,9
-85,56,-2043,-29,23,5
-84,60,-2038,-26,24,10
-75,56,-2046,-23,25,9
-82,49,-2047,-25,24,3
-86,53,-2041,-28,25,3
-86,57,-2045,-29,24,2
-71,52,-2043,-27,23,7
-82,56,-2045,-26,19,0
-86,60,-2040,-28,24,4
-87,46,-2044,-25,22,7
-76,57,-2041,-24,25,6
-84,61,-2048,-26,25,5
-81,54,-2036,-27,24,10
-80,53,-2044,-26,24,5
-80,57,-2036,-27,24,4
-85,58,-2050,-30,20,6
-83,55,-2042,-27,21,8
-79,64,-2035,-28,20,3
-84,55,-2052,-24,25,8
-77,54,-2050,-28,24,7
-82,52,-2037,-23,22,5
-80,54,-2031,-27,25,3
-80,57,-2039,-29,20,6
-78,54,-2045,-23,28,8
-78,53,-2051,-26,24,8
-80,56,-2048,-27,22,6
-78,63,-2039,-26,23,5
-77,59,-2051,-24,24,3
-78,65,-2040,-25,23,3
-82,54,-2062,-25,22,6
-71,56,-2040,-28,25,8
-84,59,-2037,-27,25,3
-73,53,-2049,-26,22,6
-75,61,-2044,-27,24,0
-80,56,-2057,-24,24,3
-79,56,-2051,-29,24,5
-84,63,-2046,-25,22,7
-80,51,-2036,-27,24,5
-82,57,-2044,-25,21,3
-86,53,-2035,-25,23,4
-83,59,-2039,-27,20,5
-81,64,-2045,-27,25,8
-79,51,-2044,-27,22,3
-86,61,-2060,-26,21,4
-75,60,-2040,-28,25,0
-81,54,-2034,-26,21,7
-83,62,-2041,-23,25,5
-73,54,-2045,-28,22,1
-86,56,-2046,-29,20,7
-81,57,-2048,-25,25,6
-76,59,-2048,-26,22,5
-88,55,-2039,-26,23,6
-87,54,-2048,-26,24,2
-77,53,-2041,-27,26,4
-85,55,-2048,-26,22,7
-82,58,-2043,-28,24,7
-81,61,-2045,-25,24,7
-69,62,-2048,-26,26,4
-81,55,-2037,-27,20,8
-84,57,-2041,-25,24,6
-77,54,-2038,-27,24,5
-80,53,-2045,-24,24,6
-87,60,-2039,-29,25,6
-79,53,-2038,-28,23,7
-80,53,-2048,-24,22,3
-74,53,-2044,-25,26,3
-79,46,-2046,-26,23,3
-83,55,-2044,-28,17,5
-79,54,-2040,-27,23,6
-76,64,-2043,-27,24,8
-87,58,-2040,-26,26,4
-73,59,-2032,-27,21,7
-78,52,-2056,-28,26,7
-82,61,-2049,-25,21,9
-80,62,-2049,-23,22,0
-77,54,-2038,-26,26,7
-85,59,-2046,-27,26,-1
-81,53,-2047,-25,20,7
-77,59,-2040,-25,23,4
-86,60,-2044,-27,22,6
-87,55,-2039,-26,24,4
-82,56,-2041,-28,25,6
-83,52,-2048,-28,24,4
-79,55,-2030,-25,23,2
-83,62,-2053,-28,23,8
-80,53,-2045,-29,22,4
-78,60,-2042,-23,26,5
-75,52,-2042,-30,25,4
-78,52,-2051,-26,20,2
-81,54,-2047,-26,20,2
-84,55,-2040,-23,25,5
-81,47,-2039,-23,23,6
-88,57,-2038,-25,21,6
-88,61,-2047,-29,27,6
-84,56,-2043,-25,27,5
-80,58,-2043,-30,26,6
-80,57,-2043,-26,23,2
-85,61,-2037,-28,23,8
-80,61,-2045,-25,24,5
-84,56,-2038,-24,24,-1
-83,59,-2044,-26,26,4
-78,54,-2037,-25,21,4
-72,61,-2046,-28,24,3
-80,63,-2038,-28,20,6
-89,48,-2035,-25,26,7
-83,60,-2059,-24,24,6
-84,45,-2057,-25,23,3
-80,56,-2043,-26,22,3
-82,61,-2048,-26,23,7
-84,51,-2054,-27,23,7
-86,53,-2036,-28,22,4
-79,54,-2030,-24,27,7
-87,56,-2045,-26,24,3
-84,59,-2040,-26,26,9
-85,55,-2038,-28,24,7
-86,59,-2037,-26,24,7
-93,58,-2043,-25,24,6
-78,56,-2054,-26,23,7
-77,55,-2036,-27,21,3
-74,59,-2044,-26,22,8
-80,52,-2041,-24,21,7
-84,52,-2047,-28,24,3
-83,60,-2044,-24,22,1
-84,54,-2046,-23,24,6
-83,54,-2042,-25,22,6
-77,54,-2041,-26,27,7
-82,49,-2031,-26,24,3
-77,54,-2042,-26,23,5
-83,54,-2042,-27,25,5
-87,53,-2039,-28,19,4
-78,61,-2040,-26,24,5
-88,56,-2042,-28,22,4
-81,56,-2035,-29,26,3
-81,62,-2042,-25,23,-1
-86,53,-2037,-24,18,7
-87,60,-2036,-29,24,2
-83,53,-2042,-26,24,6
-80,55,-2044,-29,22,7
-80,51,-2044,-26,24,5
-90,59,-2041,-27,22,2
-78,60,-2041,-29,23,8
-80,56,-2053,-24,22,9
-80,56,-2042,-28,22,3
-80,58,-2042,-26,24,7
-85,54,-2037,-30,24,6
-79,60,-2035,-26,18,7
-78,56,-2046,-26,23,8
-85,52,-2040,-23,25,4
-86,64,-2042,-24,23,8
-70,55,-2053,-27,25,7
-79,58,-2048,-25,20,10
-79,48,-2038,-25,23,1
-79,53,-2037,-26,18,3
-79,60,-2047,-29,20,9
-81,57,-2038,-24,22,6
-82,59,-2049,-28,20,3
-81,53,-2039,-23,19,7
-83,53,-2049,-26,26,5
-79,57,-2042,-28,23,5
-88,56,-2054,-29,22,7
-81,66,-2036,-24,25,5
-83,55,-2048,-26,27,4
-89,50,-2032,-28,26,6
-78,57,-2035,-26,26,5
-79,56,-2041,-25,22,8
-87,58,-2034,-26,25,2
-78,57,-2038,-27,22,6
-87,56,-2043,-27,24,4
-83,58,-2038,-29,23,11
-79,61,-2048,-24,23,7
-81,54,-2051,-28,25,6
-80,47,-2036,-26,24,7
-78,49,-2040,-27,22,5
-82,61,-2036,-29,21,9
-79,56,-2045,-27,23,5
-82,58,-2036,-26,27,6
-84,59,-2051,-25,21,3
-79,52,-2048,-29,26,5
-77,57,-2043,-24,24,6
-78,60,-2044,-29,27,9
-78,58,-2050,-27,24,7
-78,54,-2028,-24,27,4
-77,49,-2046,-30,22,6
-81,55,-2040,-27,22,3
-87,58,-2035,-26,26,5
-74,59,-2040,-28,22,6
-79,53,-2054,-28,20,4
-80,53,-2035,-25,25,5
-77,53,-2047,-26,22,5
-79,60,-2046,-27,24,4
-77,56,-2036,-25,24,4
-84,62,-2044,-24,25,11
-83,61,-2033,-29,25,2
-74,56,-2055,-26,26,4
-73,55,-2041,-28,22,3
-75,49,-2041,-26,20,8
-80,53,-2042,-28,25,7
-81,55,-2043,-23,22,3
-78,53,-2038,-26,24,4
-77,45,-2034,-26,24,5
-81,61,-2041,-29,22,2
-84,55,-2054,-27,26,3
-80,60,-2040,-22,22,2
-80,46,-2045,-28,25,4
-81,58,-2046,-28,23,10
-82,59,-2031,-29,27,6
-87,56,-2029,-29,22,7
-83,56,-2033,-29,26,2
-81,58,-2039,-26,25,6
-76,57,-2038,-29,22,4
-77,61,-2040,-28,22,6
-82,45,-2042,-27,25,5
-81,58,-2033,-29,18,8
-75,59,-2047,-30,22,5
-80,61,-2044,-26,22,6
-79,53,-2048,-25,24,4
-83,55,-2026,-28,19,6
-79,55,-2038,-27,26,7
-84,53,-2045,-26,22,4
-87,65,-2046,-24,24,5
-83,52,-2046,-30,22,5
-76,63,-2048,-28,20,5
-94,53,-2046,-26,24,4
-76,62,-2050,-29,21,5
-84,58,-2053,-27,26,5
-83,58,-2032,-27,23,7
-86,55,-2037,-28,20,7
-84,49,-2041,-26,23,4
-87,55,-2053,-26,23,3
-79,61,-2036,-27,24,3
-82,53,-2039,-25,25,8
-89,59,-2052,-31,24,5
-85,57,-2036,-28,24,10
-84,56,-2040,-26,23,7
-82,55,-2037,-25,22,1
-78,62,-2034,-26,22,5
-75,57,-2030,-25,22,6
-83,53,-2042,-29,22,4
-80,68,-2040,-27,25,7
-80,54,-2055,-30,24,6
-83,52,-2035,-24,26,2
-81,59,-2035,-28,25,7
-77,59,-2033,-26,25,11
-84,62,-2050,-26,26,5
-81,54,-2049,-27,24,2
-82,59,-2037,-28,22,10
-77,65,-2038,-26,21,6
-81,60,-2031,-25,22,0
-81,56,-2038,-28,20,5
-86,57,-2045,-26,25,3
-78,53,-2041,-27,27,7
-76,56,-2041,-25,23,4
-78,58,-2040,-28,25,6
-81,62,-2039,-25,22,7
-81,60,-2041,-24,21,6
-84,56,-2032,-25,23,4
-76,52,-2033,-23,24,12
-87,54,-2037,-23,23,2
-80,51,-2025,-28,20,5
-86,50,-2045,-26,19,5
-85,55,-2049,-24,24,7
-80,59,-2044,-30,25,3
-84,51,-2044,-28,22,5
-84,50,-2051,-24,28,3
-79,60,-2042,-29,22,1
-82,56,-2030,-26,19,6
-79,56,-2041,-27,25,8
-78,61,-2046,-24,22,5
-81,58,-2038,-28,22,7
-81,59,-2043,-28,23,5
-84,64,-2031,-22,24,3
-87,54,-2041,-25,19,2
-77,51,-2052,-31,24,7
-81,56,-2032,-26,24,4
-79,61,-2040,-26,20,4
-72,49,-2047,-24,25,3
-77,57,-2045,-22,20,6
-82,55,-2042,-31,22,7
-78,58,-2042,-29,26,6
-76,56,-2049,-25,24,6
-84,56,-2046,-26,24,8
-76,56,-2035,-24,26,5
-81,59,-2039,-27,21,3
-73,50,-2056,-23,22,2
-82,54,-2041,-25,25,6
-77,53,-2043,-22,23,6
-81,48,-2049,-25,22,4
-87,58,-2040,-24,24,7
-79,50,-2040,-26,25,4
-83,62,-2049,-27,25,2
-78,58,-2050,-29,24,5
-76,49,-2050,-26,24,5
-76,59,-2038,-23,24,4
-83,48,-2047,-22,23,6
-76,53,-2036,-26,22,8
-85,48,-2044,-28,26,1
-82,55,-2037,-27,27,1
-82,58,-2047,-22,22,7
-79,58,-2044,-23,21,7
-81,48,-2040,-25,20,7
-77,56,-2048,-27,22,8
-83,61,-2052,-25,19,3
-80,47,-2039,-28,23,3
-82,59,-2044,-30,21,4
-77,52,-2035,-25,22,6
-84,58,-2037,-23,23,9
-78,52,-2044,-27,21,4
-90,57,-2045,-23,19,4
-83,57,-2057,-26,24,3
-76,62,-2052,-29,21,5
-77,64,-2029,-26,23,7
-81,55,-2048,-27,21,6
-80,51,-2033,-28,23,4
-80,51,-2038,-29,23,6
-80,60,-2044,-28,24,5
-82,48,-2041,-19,28,2
-75,57,-2043,-28,21,6
-76,56,-2033,-25,24,5
-79,61,-2025,-24,21,5
-70,54,-2047,-28,25,8
-76,57,-2035,-25,23,7
-77,58,-2026,-25,22,5
-79,58,-2041,-26,23,3
-86,57,-2041,-26,24,4
-88,51,-2044,-25,22,4
-81,55,-2037,-28,24,6
-85,50,-2045,-26,23,4
-83,56,-2036,-27,21,5
-83,57,-2047,-25,29,6
-83,54,-2038,-28,23,4
-79,57,-2045,-23,22,6
-74,55,-2052,-24,23,5
-85,66,-2034,-26,26,5
-80,58,-2041,-27,24,6
-79,56,-2048,-23,23,4
-83,63,-2039,-29,21,7
-76,58,-2053,-27,23,1
-90,64,-2046,-25,26,5
-77,61,-2041,-23,25,7
-83,63,-2048,-28,22,7
-88,52,-2049,-25,19,4
-86,58,-2043,-25,23,4
-79,62,-2031,-30,22,2
-80,58,-2040,-28,21,1
-83,57,-2031,-31,25,4
-82,58,-2055,-27,22,6
-75,56,-2042,-23,23,9
-73,56,-2036,-25,28,4
-78,53,-2037,-25,21,5
-81,59,-2035,-24,22,2
-77,57,-2048,-26,23,11
-86,56,-2044,-24,19,9
-83,57,-2045,-22,24,2
-85,57,-2042,-28,24,5
-91,57,-2054,-26,21,5
-79,55,-2055,-27,23,3
-84,55,-2047,-26,25,7
-82,56,-2044,-25,20,8
-83,52,-2043,-27,21,3
-88,52,-2043,-27,21,5
-76,52,-2044,-25,25,11
-87,52,-2042,-26,23,8
-83,57,-2036,-30,25,5
-88,56,-2038,-26,24,3
-83,69,-2047,-27,23,3
-80,57,-2044,-27,22,5
-78,59,-2051,-24,23,7
-84,56,-2036,-26,24,8
-81,46,-2046,-21,23,5
-80,53,-2045,-26,25,1
-81,51,-2051,-27,22,5
-88,62,-2040,-23,23,7
-82,51,-2048,-24,24,4
-84,50,-2039,-27,24,7
-82,61,-2035,-29,22,5
-80,62,-2029,-27,25,5
-85,53,-2043,-27,24,8
-88,51,-2040,-28,24,5
-79,64,-2043,-27,22,7
-86,63,-2039,-24,23,2
-84,51,-2035,-26,24,6
-71,60,-2039,-27,21,3
-80,56,-2054,-30,24,7
-82,49,-2040,-25,22,7
-79,53,-2056,-26,22,5
-82,54,-2045,-27,26,8
-80,60,-2049,-29,23,6
-80,58,-2033,-25,24,6
-83,61,-2034,-28,26,6
-79,56,-2045,-26,26,5
-82,63,-2037,-25,21,8
-90,54,-2035,-28,23,5
-80,55,-2043,-22,20,4
-84,53,-2050,-30,22,3
-81,57,-2038,-24,22,8
-74,58,-2052,-29,23,4
-79,49,-2050,-29,21,2
-86,55,-2032,-24,23,1
-80,61,-2045,-26,24,2
-80,58,-2048,-25,22,6
-76,59,-2046,-23,25,6
-79,52,-2032,-24,22,6
-80,58,-2037,-27,22,5
-74,55,-2031,-24,25,5
-78,56,-2039,-28,26,5
-77,57,-2043,-27,22,6
-77,61,-2037,-27,21,5
-84,60,-2044,-27,24,7
-92,52,-2041,-29,25,7
-84,52,-2039,-25,21,9
-79,62,-2052,-24,23,4
-81,59,-2044,-27,23,6
-85,60,-2037,-24,26,5
-83,54,-2025,-30,19,8
-78,59,-2044,-28,20,6
-78,57,-2040,-24,21,9
-86,49,-2042,-28,22,6
-79,50,-2041,-24,18,3
-82,51,-2041,-24,21,7
-82,55,-2033,-28,26,6
-81,57,-2048,-27,25,4
-82,53,-2043,-26,23,5
-83,54,-2047,-25,23,6
-86,58,-2045,-26,25,5
-85,49,-2052,-23,26,4
-84,48,-2043,-26,26,5
-71,58,-2039,-26,20,1
-87,55,-2037,-24,21,7
-79,58,-2046,-23,20,-1
-82,60,-2046,-31,23,5
-80,55,-2053,-23,23,1
-81,53,-2038,-26,25,8
-84,58,-2031,-27,23,5
-83,56,-2044,-25,22,4
-75,52,-2049,-23,26,7
-85,58,-2039,-29,22,6
-88,52,-2060,-25,23,8
-80,51,-2037,-28,22,0
-83,60,-2037,-24,26,5
-86,60,-2041,-25,24,7
-87,61,-2033,-31,19,5
-83,52,-2038,-27,22,7
-81,64,-2036,-31,23,8
-78,67,-2036,-25,24,1
-82,57,-2048,-26,28,5
-88,51,-2042,-23,22,2
-80,51,-2052,-27,23,6
-83,59,-2036,-25,27,2
-84,53,-2043,-30,28,6
-84,58,-2047,-26,24,5
-75,51,-2058,-26,23,2
-79,54,-2047,-29,21,3
-85,55,-2039,-20,23,4
-83,57,-2047,-25,25,-1
-83,64,-2048,-23,22,5
-85,60,-2049,-26,20,7
-83,58,-2028,-25,21,7
-81,53,-2039,-25,20,1
-81,56,-2034,-24,25,5
-83,55,-2030,-27,22,4
-76,51,-2032,-31,26,6
-76,55,-2045,-27,22,2
-82,52,-2039,-29,24,4
-81,55,-2051,-25,22,4
-76,56,-2045,-26,26,6
-87,51,-2042,-24,23,6
-79,53,-2049,-26,24,3
-84,61,-2036,-25,23,3
-80,56,-2035,-25,27,3
-85,55,-2051,-29,25,4
-85,62,-2046,-26,23,1
-92,46,-2044,-28,24,6
-87,59,-2042,-29,23,7
-83,56,-2032,-25,22,6
-87,59,-2050,-24,26,1
-82,56,-2041,-26,24,7
-81,51,-2054,-27,23,7
-83,60,-2043,-28,24,2
-86,60,-2042,-25,27,4
-82,61,-2038,-28,24,5
-76,56,-2039,-24,23,6
-78,63,-2047,-26,20,2
-84,55,-2039,-26,24,6
-87,62,-2051,-24,23,5
-78,59,-2035,-28,24,5
-84,54,-2036,-28,22,0
-85,55,-2051,-26,21,8
-81,51,-2031,-30,24,4
-77,57,-2039,-22,23,8
-83,59,-2047,-28,26,3
-82,59,-2033,-30,26,11
-81,52,-2048,-29,23,9
-82,61,-2037,-24,24,5
-79,70,-2031,-26,22,4
-88,61,-2033,-24,22,5
-80,56,-2041,-29,28,6
-81,55,-2049,-27,23,1
-90,54,-2042,-25,19,3
-82,53,-2050,-28,25,6
-86,49,-2047,-25,26,8
-85,58,-2034,-28,22,6
-90,64,-2048,-27,23,3
-83,58,-2049,-24,23,6
-77,65,-2039,-30,21,6
-75,50,-2050,-27,26,3
-77,53,-2033,-27,21,8
-82,58,-2046,-24,25,5
-86,52,-2040,-28,23,10
-79,59,-2046,-25,20,4
-88,60,-2050,-28,27,6
-80,59,-2041,-27,21,6
-86,57,-2034,-26,22,-2
-80,50,-2049,-24,20,3
-76,59,-2036,-31,25,8
-78,51,-2047,-27,23,4
-86,58,-2046,-27,21,6
-79,59,-2040,-26,24,2
-83,62,-2033,-24,22,8
-87,50,-2043,-23,25,4
-83,55,-2044,-27,25,5
-85,56,-2043,-27,20,8
-81,64,-2039,-27,22,4
-79,56,-2038,-25,21,6
-79,57,-2040,-26,23,7
-81,60,-2047,-25,23,6
-80,53,-2041,-27,19,8
-78,52,-2042,-27,20,5
-82,60,-2051,-26,26,7
-87,62,-2051,-27,21,5
-77,59,-2033,-29,22,3
-83,57,-2038,-24,23,8
-81,58,-2036,-27,25,7
-77,58,-2040,-25,20,4
-88,56,-2047,-23,24,4
-81,58,-2054,-27,25,8
-81,56,-2034,-23,23,1
-88,50,-2039,-25,24,7
-82,60,-2042,-26,22,5
-81,54,-2041,-25,25,2
-86,55,-2039,-28,24,5
-87,58,-2052,-28,21,9
-88,47,-2029,-27,25,8
-82,56,-2031,-24,21,7
-79,55,-2045,-30,20,1
-87,58,-2027,-27,21,6
-81,50,-2046,-27,22,6
-88,49,-2044,-28,25,10
-76,60,-2043,-25,25,7
-88,54,-2042,-28,24,2
-85,53,-2056,-24,24,4
-80,54,-2046,-25,23,8
-84,62,-2045,-26,21,7
-81,55,-2039,-24,25,4
-93,52,-2039,-28,24,4
-80,58,-2048,-23,26,4
-81,62,-2046,-28,24,2
-74,56,-2025,-32,23,6
-86,52,-2046,-28,26,2
-85,56,-2035,-25,20,5
-80,55,-2043,-24,20,3
-88,64,-2037,-26,25,7
-77,48,-2042,-26,27,5
-78,54,-2038,-27,22,3
-81,53,-2049,-25,22,9
-84,55,-2049,-26,24,8
-93,54,-2048,-29,25,6
-78,48,-2039,-24,23,5
-81,59,-2031,-22,27,6
-71,60,-2040,-26,22,7
-84,62,-2035,-26,28,4
-86,53,-2037,-30,25,7
-77,55,-2045,-24,21,8
-83,49,-2039,-24,23,6
