acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-82,56,-2051,-27,26,4
-84,52,-2052,-31,22,5
-80,53,-2026,-24,25,7
-88,51,-2039,-29,22,7
-85,57,-2047,-25,21,8
-84,62,-2040,-28,27,10
-79,56,-2042,-24,25,6
-75,58,-2032,-25,24,5
-82,67,-2045,-29,22,3
-84,52,-2037,-27,25,2
-82,56,-2042,-27,26,6
-79,50,-2038,-26,23,8
-80,51,-2049,-23,24,8
-85,56,-2038,-24,26,9
-82,57,-2048,-25,22,8
-76,58,-2043,-26,22,8
-77,54,-2026,-30,24,3
-81,57,-2052,-27,23,5
-82,62,-2037,-26,17,5
-77,60,-2043,-29,21,2
-82,54,-2047,-25,20,6
-82,59,-2040,-25,23,4
-81,57,-2034,-26,24,8
-82,56,-2043,-28,21,5
-84,61,-2038,-22,23,4
-77,53,-2046,-25,21,4
-81,69,-2046,-24,22,4
-79,64,-2046,-26,26,0
-84,66,-2039,-27,23,8
-83,58,-2039,-24,22,1
-84,64,-2043,-28,21,5
-79,59,-2044,-23,26,6
-83,53,-2033,-24,26,6
-79,56,-2035,-28,24,5
-87,52,-2044,-25,23,8
-84,59,-2049,-26,23,9
-81,54,-2046,-24,27,2
-83,54,-2030,-27,24,4
-77,57,-2052,-26,24,6
-82,64,-2049,-23,24,4
-83,61,-2051,-26,25,8
-83,44,-2040,-23,22,8
-77,54,-2042,-27,22,5
-85,52,-2051,-26,24,7
-86,57,-2036,-26,24,4
-80,59,-2044,-26,23,2
-78,59,-2043,-24,22,-1
-80,57,-2039,-25,21,4
-80,56,-2041,-26,26,5
-81,51,-2043,-26,26,7
-84,57,-2044,-26,26,7
-86,58,-2043,-27,21,5
-88,61,-2051,-27,23,5
-81,57,-2046,-26,23,3
-82,54,-2048,-24,27,9
-84,55,-2043,-22,24,7
-87,59,-2037,-29,24,7
-78,59,-2046,-25,24,8
-75,57,-2042,-25,25,5
-80,58,-2045,-32,20,5
-76,55,-2047,-24,20,4
-82,53,-2040,-24,24,3
-82,52,-2054,-25,24,7
-72,54,-2042,-28,21,2
-88,57,-2038,-29,20,7
-83,55,-2047,-28,21,9
-84,53,-2037,-28,23,5
-80,60,-2039,-27,22,1
-78,51,-2023,-24,25,4
-88,55,-2038,-25,26,3
-80,57,-2046,-27,22,7
-82,53,-2036,-27,22,8
-77,59,-2044,-25,23,9
-78,61,-2039,-24,24,5
-80,54,-2034,-25,21,4
-82,61,-2039,-28,27,8
-84,57,-2043,-24,29,4
-80,51,-2040,-25,26,7
-85,49,-2044,-27,22,2
-77,55,-2034,-27,22,4
-85,59,-2050,-30,25,4
-78,59,-2035,-27,23,7
-85,58,-2040,-26,24,4
-82,62,-2048,-28,24,7
-85,56,-2042,-26,24,4
-82,56,-2041,-28,20,4
-88,68,-2042,-30,24,5
-79,50,-2046,-29,25,4
-74,48,-2045,-23,23,6
-83,54,-2038,-23,23,7
-86,57,-2038,-27,21,5
-81,54,-2035,-22,26,10
-75,54,-2032,-25,24,7
-74,61,-2054,-24,24,2
-81,61,-2043,-28,25,3
-83,66,-2027,-24,25,3
-76,64,-2042,-25,25,6
-79,53,-2033,-26,23,7
-83,54,-2041,-30,21,4
-77,65,-2033,-27,22,11
-83,58,-2042,-29,21,3
-88,57,-2033,-28,23,6
-73,55,-2037,-27,21,8
-83,59,-2030,-25,24,4
-85,61,-2038,-28,24,2
-80,53,-2042,-26,24,7
-82,61,-2048,-25,24,6
-85,55,-2028,-24,21,5
-73,57,-2044,-30,25,7
-85,51,-2034,-25,21,5
-79,57,-2048,-25,23,7
-89,70,-2036,-26,26,7
-90,55,-2046,-25,22,4
-83,59,-2042,-28,23,2
-86,56,-2045,-27,21,0
-91,59,-2036,-25,26,3
-73,55,-2053,-29,24,4
-72,52,-2036,-26,27,6
-78,48,-2034,-25,19,8
-82,55,-2039,-26,26,6
-85,50,-2041,-28,24,8
-78,52,-2033,-24,21,8
-82,59,-2045,-28,26,4
-80,54,-2032,-26,21,5
-72,52,-2039,-28,22,9
-83,67,-2037,-27,19,5
-84,58,-2032,-26,23,4
-82,59,-2031,-27,22,4
-79,54,-2044,-26,26,7
-90,59,-2032,-30,22,8
-80,63,-2052,-24,23,8
-81,59,-2043,-26,22,6
-77,62,-2050,-26,20,5
-76,59,-2043,-28,24,7
-79,65,-2044,-27,27,3
-79,54,-2052,-28,23,5
-84,60,-2041,-30,25,6
-81,61,-2038,-26,25,3
-81,63,-2036,-25,24,3
-80,56,-2047,-28,21,7
-82,57,-2048,-25,23,2
-85,60,-2039,-25,22,3
-77,64,-2041,-26,21,5
-84,53,-2041,-26,21,6
-82,62,-2052,-24,23,2
-78,54,-2043,-22,20,4
-82,57,-2042,-26,23,12
-76,59,-2046,-30,21,2
-91,45,-2044,-26,23,5
-81,58,-2027,-27,24,3
-80,59,-2025,-30,25,5
-79,57,-2038,-26,21,4
-80,56,-2045,-27,23,5
-80,56,-2037,-26,25,6
-72,63,-2041,-27,24,6
-79,51,-2037,-25,25,5
-78,58,-2040,-25,21,8
-77,61,-2038,-24,26,6
-89,50,-2047,-23,27,7
-78,51,-2041,-24,21,2
-85,59,-2047,-25,23,5
-84,60,-2047,-27,23,5
-83,51,-2045,-24,21,3
-73,54,-2038,-29,24,9
-74,60,-2039,-23,26,1
-82,57,-2044,-26,22,6
-80,53,-2048,-27,22,8
-79,58,-2041,-24,24,7
-86,55,-2042,-26,22,7
-86,52,-2039,-25,23,6
-80,59,-2042,-26,25,9
-82,51,-2038,-28,23,2
-82,52,-2045,-26,22,7
-85,58,-2047,-22,24,6
-85,63,-2053,-28,20,3
-74,61,-2047,-28,23,5
-81,60,-2044,-30,28,7
-80,58,-2051,-24,23,3
-83,53,-2041,-25,22,8
-81,59,-2052,-27,23,6
-85,58,-2039,-27,25,5
-79,50,-2042,-26,26,3
-83,56,-2042,-25,25,4
-80,53,-2047,-26,27,12
-83,59,-2045,-24,20,6
-83,57,-2033,-25,20,2
-83,48,-2042,-26,23,6
-79,58,-2049,-24,26,5
-82,51,-2028,-24,23,4
-86,55,-2040,-27,23,9
-84,58,-2037,-25,23,9
-76,57,-2039,-23,24,8
-76,62,-2045,-28,20,4
-84,60,-2027,-23,22,7
-80,48,-2048,-25,21,5
-81,54,-2049,-27,22,8
-84,48,-2039,-30,20,6
-82,62,-2040,-26,24,7
-76,56,-2038,-22,22,3
-81,54,-2040,-27,28,4
-87,55,-2041,-28,22,9
-83,51,-2044,-27,23,5
-86,58,-2032,-26,24,5
-80,53,-2040,-22,23,6
-90,55,-2042,-26,22,6
-79,53,-2032,-29,24,7
-83,58,-2056,-28,23,3
-79,56,-2029,-28,25,4
-81,54,-2050,-26,24,1
-80,57,-2042,-29,24,1
-90,52,-2043,-27,25,4
-83,60,-2052,-25,23,8
-88,56,-2035,-28,25,6
-82,50,-2044,-27,24,7
-77,56,-2040,-28,24,8
-72,51,-2037,-29,25,3
-90,53,-2057,-23,23,6
-81,60,-2038,-26,23,4
-87,53,-2039,-27,24,4
-75,55,-2040,-29,22,4
-83,58,-2033,-29,26,5
-82,52,-2025,-31,22,8
-86,47,-2042,-27,20,4
-84,54,-2038,-29,25,2
-81,57,-2042,-24,24,10
-76,58,-2046,-25,24,4
-80,59,-2050,-24,27,8
-79,54,-2034,-28,22,8
-81,52,-2023,-24,25,8
-82,57,-2046,-27,24,3
-85,59,-2049,-29,22,5
-80,57,-2039,-26,27,3
-86,59,-2029,-23,23,1
-92,57,-2045,-30,25,8
-77,53,-2048,-24,23,9
-86,63,-2046,-27,25,5
-78,58,-2045,-24,20,9
-83,63,-2055,-27,27,7
-92,56,-2042,-23,24,9
-82,63,-2052,-23,23,2
-82,65,-2038,-27,26,4
-88,55,-2047,-31,21,6
-89,60,-2029,-24,23,2
-86,60,-2035,-27,22,11
-86,60,-2042,-25,25,4
-76,51,-2045,-24,27,7
-81,58,-2045,-25,25,5
-88,58,-2040,-28,24,5
-78,59,-2042,-30,22,5
-84,54,-2039,-27,26,7
-78,60,-2043,-25,22,4
-85,57,-2039,-26,21,6
-86,51,-2037,-26,25,2
-85,47,-2039,-24,26,8
-79,62,-2043,-26,26,7
-87,54,-2047,-28,24,0
-83,51,-2045,-27,26,6
-76,53,-2035,-26,19,10
-75,58,-2047,-25,20,3
-83,57,-2031,-28,23,4
-83,52,-2046,-26,23,4
-91,56,-2048,-24,25,6
-94,55,-2033,-28,23,5
-76,60,-2036,-28,19,5
-85,52,-2035,-26,22,6
-90,63,-2034,-29,25,4
-79,53,-2044,-22,25,6
-78,56,-2032,-24,22,4
-90,53,-2046,-29,25,6
-78,56,-2041,-26,21,7
-88,53,-2039,-24,25,4
-89,58,-2039,-29,21,7
-87,60,-2041,-28,21,7
-87,55,-2043,-28,24,7
-79,49,-2045,-26,26,4
-71,59,-2045,-27,26,5
-85,61,-2039,-27,25,6
-88,59,-2041,-23,20,4
-78,49,-2040,-23,24,5
-81,54,-2045,-29,21,1
-86,55,-2040,-24,22,9
-81,54,-2038,-30,17,8
-79,55,-2047,-22,24,6
-90,58,-2049,-26,20,3
-72,66,-2035,-27,22,6
-76,51,-2027,-30,25,6
-82,52,-2042,-24,25,2
-89,54,-2034,-28,24,3
-83,56,-2049,-24,23,6
-79,61,-2034,-24,22,5
-89,53,-2030,-26,21,4
-81,64,-2035,-24,25,9
-78,65,-2040,-26,24,3
-80,55,-2038,-26,20,5
-88,54,-2034,-25,24,7
-89,64,-2057,-27,23,5
-89,54,-2051,-26,24,3
-84,55,-2036,-27,25,2
-84,53,-2036,-28,25,6
-82,53,-2038,-27,25,1
-83,50,-2037,-24,25,6
-82,61,-2040,-27,24,6
-81,51,-2046,-25,24,1
-89,50,-2042,-26,26,6
-80,50,-2050,-25,22,11
-85,52,-2044,-25,24,6
-78,55,-2044,-28,24,6
-82,57,-2042,-25,28,8
-86,57,-2045,-28,28,9
-71,56,-2042,-24,26,8
-87,60,-2043,-28,22,6
-80,54,-2042,-27,22,5
-83,53,-2050,-25,26,5
-86,49,-2040,-25,26,7
-90,66,-2047,-24,22,6
-81,59,-2051,-26,23,4
-88,64,-2046,-26,21,3
-81,60,-2046,-23,24,4
-80,63,-2050,-23,24,6
-77,62,-2035,-26,26,8
-76,51,-2040,-25,24,4
-78,50,-2035,-24,20,4
-82,57,-2042,-27,23,8
-86,53,-2040,-24,23,7
-78,53,-2044,-23,24,6
-80,57,-2035,-27,24,7
-81,55,-2059,-23,22,5
-84,48,-2038,-27,26,3
-82,53,-2035,-29,23,4
-88,53,-2034,-24,21,3
-79,59,-2034,-28,23,5
-81,54,-2042,-28,25,7
-82,61,-2040,-24,22,6
-79,51,-2048,-28,25,6
-77,60,-2042,-27,23,5
-77,59,-2050,-31,19,6
-83,56,-2030,-25,24,6
-84,53,-2038,-26,22,6
-87,52,-2035,-25,25,5
-82,54,-2038,-29,23,9
-94,54,-2039,-29,25,2
-80,62,-2036,-23,26,3
-85,59,-2038,-24,24,4
-76,61,-2033,-27,25,2
-90,56,-2048,-26,25,3
-82,62,-2035,-25,23,7
-84,56,-2038,-22,24,8
-86,53,-2037,-26,22,-1
-84,58,-2038,-25,25,6
-85,52,-2053,-21,23,6
-80,59,-2032,-27,24,6
-80,59,-2037,-25,24,6
-85,50,-2035,-25,18,6
-80,55,-2048,-24,19,7
-79,54,-2043,-28,22,5
-85,61,-2036,-25,22,6
-93,56,-2048,-28,23,3
-82,54,-2037,-23,27,6
-82,57,-2029,-23,19,6
-85,54,-2036,-28,24,7
-87,58,-2045,-22,25,3
-79,54,-2027,-25,25,4
-83,65,-2048,-30,24,7
-80,59,-2035,-27,24,1
-87,60,-2046,-23,25,3
-83,54,-2035,-28,24,6
-84,58,-2027,-25,23,6
-90,54,-2037,-29,24,4
-81,53,-2041,-27,25,2
-76,56,-2040,-31,21,4
-81,55,-2031,-23,25,4
-80,67,-2034,-25,24,3
-86,53,-2040,-22,21,8
-73,57,-2038,-23,20,3
-79,50,-2046,-26,26,3
-91,56,-2040,-27,23,5
-84,54,-2043,-26,24,5
-82,61,-2042,-26,24,7
-78,68,-2038,-25,26,6
-84,61,-2040,-25,26,6
-72,62,-2040,-29,25,3
-84,54,-2032,-25,21,6
-86,58,-2053,-29,21,5
-83,56,-2034,-30,23,5
-93,66,-2041,-22,23,5
-81,56,-2032,-24,25,4
-81,52,-2045,-26,23,4
-73,54,-2032,-27,26,6
-79,59,-2045,-27,24,3
-81,53,-2035,-23,24,3
-78,55,-2046,-27,24,2
-80,55,-2045,-29,26,6
-78,52,-2039,-26,23,4
-76,51,-2034,-29,23,5
-80,56,-2051,-22,22,8
-87,57,-2036,-22,23,7
-76,53,-2041,-28,24,6
-76,61,-2052,-29,23,7
-80,51,-2055,-27,24,4
-87,52,-2042,-27,19,7
-82,62,-2040,-24,17,8
-85,61,-2038,-27,23,5
-76,60,-2036,-28,23,0
-86,59,-2042,-29,21,4
-87,54,-2040,-26,24,8
-86,52,-2038,-24,20,6
-82,57,-2038,-27,23,7
-79,60,-2024,-27,23,3
-84,51,-2048,-24,22,5
-80,60,-2047,-26,25,6
-77,57,-2050,-26,24,5
-74,55,-2043,-24,23,0
-88,57,-2029,-28,24,3
-84,57,-2043,-26,27,3
-84,58,-2041,-24,22,7
-78,55,-2050,-24,24,7
-83,56,-2041,-27,25,3
-83,64,-2041,-23,20,6
-80,60,-2041,-25,25,4
-76,63,-2041,-26,22,6
-87,62,-2042,-27,21,7
-81,56,-2037,-26,25,5
-87,58,-2041,-30,24,2
-88,58,-2032,-26,22,5
-86,64,-2034,-25,22,5
-83,55,-2036,-29,22,6
-94,46,-2041,-24,20,6
-84,61,-2034,-28,24,7
-78,53,-2047,-29,22,6
-72,54,-2048,-23,22,5
-79,55,-2045,-25,22,6
-85,66,-2041,-27,26,4
-81,54,-2039,-28,22,5
-81,51,-2044,-26,28,7
-82,63,-2039,-27,24,3
-77,56,-2041,-24,23,8
-77,53,-2049,-28,26,6
-86,51,-2046,-28,21,6
-76,58,-2041,-28,24,8
-81,51,-2056,-25,20,6
-77,56,-2039,-29,25,8
-78,63,-2050,-27,21,5
-88,57,-2050,-27,20,3
-84,63,-2040,-24,28,8
-76,52,-2045,-29,22,6
-83,48,-2048,-26,23,6
-75,58,-2052,-24,20,6
-73,58,-2037,-26,27,6
-81,55,-2049,-22,25,5
-84,57,-2049,-28,22,4
-75,58,-2030,-27,24,7
-84,61,-2040,-23,23,6
-81,57,-2042,-29,23,3
-80,55,-2038,-25,25,5
-77,59,-2037,-29,23,6
-86,57,-2038,-22,22,5
-74,62,-2041,-26,23,5
-79,56,-2034,-26,25,6
-75,59,-2042,-24,20,6
-78,59,-2046,-27,25,8
-80,59,-2035,-25,23,6
-79,64,-2055,-26,26,3
-77,50,-2046,-28,24,6
-83,55,-2040,-24,24,5
-84,59,-2050,-28,24,9
-87,52,-2050,-26,24,7
-80,52,-2043,-24,24,6
-84,50,-2041,-27,26,10
-79,62,-2046,-26,23,5
-88,56,-2039,-25,21,6
-80,57,-2039,-32,25,8
-80,57,-2038,-25,25,4
-87,54,-2035,-25,27,1
-83,53,-2043,-32,22,8
-81,57,-2040,-25,27,5
-75,48,-2046,-28,24,2
-78,62,-2045,-28,24,3
-86,55,-2039,-29,22,7
-92,44,-2042,-32,23,3
-86,58,-2045,-25,24,4
-75,57,-2045,-25,25,4
-84,58,-2049,-24,27,5
-86,55,-2043,-26,20,6
-79,58,-2037,-27,25,6
-84,62,-2049,-26,25,2
-86,48,-2041,-27,22,5
-93,59,-2024,-22,24,6
-81,55,-2042,-29,22,4
-80,59,-2043,-21,27,5
-80,56,-2038,-26,22,3
-88,58,-2034,-26,25,4
-87,59,-2042,-23,23,4
-87,55,-2044,-29,24,6
-78,61,-2047,-27,24,3
-78,59,-2054,-28,22,6
-85,52,-2045,-28,26,4
-81,53,-2032,-28,20,5
-79,56,-2042,-27,25,5
-79,56,-2041,-24,21,7
-79,56,-2043,-32,24,4
-90,54,-2047,-26,23,5
-87,51,-2043,-27,25,3
-79,56,-2039,-28,25,7
-86,61,-2032,-29,26,8
-78,58,-2046,-24,23,4
-81,56,-2042,-23,24,5
-87,55,-2040,-25,21,4
-78,47,-2037,-27,19,3
-75,51,-2031,-26,22,4
-83,62,-2045,-25,25,6
-78,59,-2043,-27,25,6
-81,60,-2038,-23,26,5
-83,54,-2038,-28,21,5
-86,59,-2039,-25,19,6
-85,49,-2043,-32,27,1
-84,54,-2044,-27,24,3
-84,58,-2050,-28,24,3
-81,59,-2031,-24,23,5
-92,63,-2045,-27,23,4
-82,57,-2041,-26,25,4
-82,62,-2047,-22,22,4
-84,54,-2046,-26,22,10
-81,55,-2037,-24,22,5
-81,54,-2036,-27,24,2
-84,54,-2036,-26,20,6
-88,51,-2038,-25,25,5
-78,61,-2045,-24,22,4
-82,54,-2032,-22,21,7
-87,64,-2047,-29,24,3
-80,62,-2026,-24,22,4
-80,52,-2042,-29,22,6
-78,48,-2047,-27,22,7
-83,57,-2041,-29,23,9
-79,60,-2046,-27,24,2
-88,60,-2032,-30,21,5
-81,61,-2043,-22,22,3
-81,56,-2045,-26,24,2
-77,51,-2056,-25,24,3
-82,52,-2048,-28,27,8
-84,59,-2047,-27,25,6
-89,57,-2048,-23,21,8
-75,59,-2050,-26,21,8
-83,57,-2031,-28,23,4
-83,60,-2039,-25,25,4
-81,59,-2035,-26,24,3
-80,59,-2034,-27,27,7
-84,57,-2045,-27,22,4
-82,56,-2036,-26,28,8
-87,56,-2050,-28,20,2
-83,56,-2045,-28,21,1
-86,59,-2036,-31,24,3
-79,52,-2030,-27,20,5
-83,52,-2038,-28,25,8
-82,57,-2045,-25,26,4
-82,48,-2040,-23,22,4
-90,64,-2040,-26,26,5
-86,60,-2039,-28,24,2
-83,57,-2044,-24,23,7
-80,57,-2042,-25,26,9
-84,56,-2036,-28,26,8
-84,58,-2042,-25,27,2
-79,53,-2041,-28,24,9
-79,58,-2038,-25,24,5
-83,55,-2045,-25,25,4
-75,60,-2039,-26,22,4
-88,55,-2037,-20,24,5
-81,52,-2036,-27,19,5
-87,56,-2048,-28,24,5
-84,64,-2040,-28,24,6
-84,57,-2041,-27,23,3
-89,58,-2046,-29,24,3
-76,55,-2037,-26,22,8
-82,57,-2035,-27,20,4
-84,61,-2037,-27,23,4
-78,57,-2038,-27,23,5
-76,58,-2054,-23,25,7
-83,65,-2046,-26,27,5
-82,53,-2041,-29,22,7
-80,54,-2035,-26,24,2
-75,62,-2038,-24,23,3
-78,51,-2043,-27,24,5
-83,58,-2045,-30,24,2
-77,53,-2035,-23,20,5
-85,65,-2050,-35,20,3
-84,57,-2047,-26,25,4
-88,54,-2034,-26,24,2
-74,58,-2041,-23,20,6
-87,57,-2047,-24,26,3
-82,53,-2052,-24,25,3
-78,59,-2049,-30,24,7
-87,58,-2045,-24,23,3
-82,54,-2040,-30,21,6
-84,57,-2044,-25,23,5
-84,58,-2047,-27,21,9
-83,50,-2047,-25,25,9
-82,60,-2045,-24,24,7
-83,56,-2042,-25,24,5
-79,54,-2042,-24,26,6
-76,54,-2045,-29,22,6
-81,57,-2045,-25,27,2
-79,49,-2039,-26,23,10
-78,63,-2032,-26,22,1
-82,65,-2046,-28,23,6
-79,62,-2035,-28,21,3
-84,57,-2035,-26,25,4
-85,65,-2040,-28,24,6
-80,57,-2035,-25,23,8
-83,48,-2041,-25,24,8
-86,60,-2036,-25,23,8
-82,56,-2044,-25,22,6
-74,58,-2041,-27,27,9
-81,50,-2036,-28,23,6
-84,41,-2040,-29,24,5
-79,49,-2044,-26,26,3
-83,58,-2039,-30,25,4
-81,54,-2038,-25,20,7
-79,53,-2032,-27,26,9
-78,59,-2023,-26,24,4
-75,57,-2041,-26,22,4
-83,59,-2043,-25,21,7
-87,56,-2042,-26,24,7
-82,49,-2048,-31,24,6
-80,60,-2041,-24,21,6
-76,53,-2042,-28,23,6
-79,61,-2035,-22,22,-1
-87,57,-2046,-26,19,5
-83,62,-2044,-28,23,7
-79,67,-2039,-25,25,7
-77,59,-2043,-28,24,3
-85,59,-2039,-26,24,5
-78,54,-2041,-24,22,9
-75,57,-2038,-28,26,4
-82,54,-2047,-27,26,5
-77,53,-2033,-25,26,5
-86,56,-2039,-28,24,8
-83,58,-2040,-26,23,5
-78,57,-2044,-27,23,5
-78,54,-2034,-25,22,8
-83,48,-2043,-26,22,3
-81,54,-2045,-26,22,6
-85,50,-2040,-28,20,8
-79,59,-2039,-23,28,1
-83,53,-2038,-26,29,1
-85,53,-2050,-23,24,6
-80,51,-2053,-29,27,7
-79,53,-2040,-31,26,7
-82,58,-2032,-22,21,3
-78,61,-2034,-28,20,5
-81,62,-2037,-31,21,4
-85,51,-2034,-28,26,6
-79,53,-2035,-28,20,4
-79,60,-2044,-27,24,7
-84,60,-2032,-22,24,3
-89,59,-2034,-25,24,4
-88,65,-2038,-27,23,5
-80,61,-2039,-23,29,1
-86,60,-2043,-28,26,6
-81,61,-2045,-29,24,4
-88,55,-2043,-27,22,4
-85,57,-2029,-24,23,-1
-83,60,-2042,-28,23,4
-79,66,-2034,-28,24,7
-74,55,-2049,-27,24,3
-77,53,-2032,-23,22,4
-79,66,-2051,-27,23,1
-85,58,-2047,-27,23,4
-82,59,-2037,-25,25,11
-83,64,-2044,-25,25,2
-87,47,-2047,-24,24,4
-84,50,-2046,-27,27,3
-88,51,-2033,-30,25,5
-82,56,-2039,-26,24,7
-77,55,-2039,-28,22,5
-83,56,-2043,-29,24,7
-87,61,-2044,-27,22,1
-82,62,-2047,-25,24,3
-81,56,-2044,-26,21,4
-82,55,-2041,-25,22,6
-82,56,-2046,-27,26,8
-79,54,-2043,-25,24,4
-83,52,-2035,-25,23,6
-84,55,-2040,-22,23,2
-77,49,-2043,-26,24,2
-81,55,-2032,-24,21,7
-79,50,-2052,-24,25,4
-86,53,-2034,-25,24,7
-86,54,-2038,-27,19,4
-82,61,-2041,-26,26,1
-79,59,-2046,-26,24,7
-78,63,-2043,-29,23,10
-80,59,-2037,-24,27,4
-81,59,-2034,-26,24,6
-80,65,-2045,-29,25,6
-86,52,-2050,-27,23,4
-83,54,-2041,-25,26,2
-83,55,-2043,-29,18,4
-87,57,-2035,-26,24,7
-78,61,-2036,-27,24,7
-85,64,-2048,-24,24,7
-84,60,-2039,-24,22,6
-86,60,-2050,-30,23,6
-82,63,-2036,-26,22,6
-85,62,-2034,-25,22,4
-81,58,-2039,-24,24,6
-83,65,-2040,-29,22,5
-83,56,-2038,-23,24,2
-82,51,-2045,-30,24,5
-79,49,-2047,-34,21,6
-82,56,-2043,-27,20,7
-86,55,-2040,-25,21,2
-80,53,-2043,-29,23,5
-77,58,-2040,-27,23,9
-87,62,-2050,-27,21,10
-80,59,-2039,-28,22,8
-83,53,-2027,-27,25,5
-79,54,-2030,-27,23,2
-83,55,-2032,-27,26,3
-87,52,-2036,-28,30,5
-82,61,-2039,-26,25,7
-85,67,-2030,-27,23,3
-78,63,-2030,-25,25,6
-85,63,-2037,-26,28,2
-83,63,-2038,-27,22,3
-88,63,-2040,-27,28,3
-86,57,-2049,-28,20,6
-79,57,-2051,-25,21,9
-76,56,-2058,-30,24,3
-84,57,-2041,-26,24,6
-78,49,-2026,-25,24,5
-80,54,-2032,-25,24,8
-82,56,-2040,-26,22,3
-76,51,-2040,-24,20,6
-79,69,-2046,-25,24,6
-87,58,-2046,-24,26,1
-86,56,-2039,-28,18,4
-87,54,-2032,-28,26,3
-84,58,-2049,-25,25,6
-83,50,-2039,-21,24,9
-78,51,-2048,-24,26,5
-84,61,-2030,-23,25,6
-80,50,-2036,-27,23,7
-85,54,-2038,-23,19,3
-79,57,-2042,-28,23,7
-80,57,-2035,-23,23,10
-79,54,-2039,-25,24,2
-87,54,-2042,-27,26,3
-85,53,-2035,-28,21,5
-77,62,-2042,-24,23,3
-89,59,-2049,-26,22,4
-80,54,-2040,-27,22,4
-88,58,-2035,-23,25,5
-83,50,-2042,-28,21,5
-78,57,-2046,-23,25,6
-86,58,-2041,-24,23,5
-78,60,-2043,-26,21,7
-79,57,-2042,-27,22,4
-79,64,-2043,-24,24,3
-80,59,-2041,-23,24,5
-87,58,-2036,-25,21,8
-81,59,-2040,-25,22,7
-80,53,-2043,-29,22,5
-74,52,-2057,-25,29,8
-80,51,-2043,-27,24,6
-84,56,-2041,-27,26,3
-79,58,-2039,-28,21,12
-83,56,-2036,-26,20,4
-85,56,-2036,-28,23,3
-80,61,-2042,-29,24,4
-85,67,-2048,-29,24,5
-82,55,-2039,-27,23,1
-87,54,-2036,-25,23,3
-88,56,-2031,-25,21,4
-80,51,-2035,-23,23,4
-84,55,-2043,-23,23,4
-82,61,-2039,-27,24,4
-88,58,-2048,-25,20,3
-85,50,-2047,-26,27,8
-73,58,-2051,-25,21,7
-83,64,-2047,-26,22,12
-75,67,-2046,-29,18,5
-86,54,-2040,-27,23,2
-77,59,-2049,-25,24,6
-90,67,-2056,-24,22,1
-74,49,-2030,-26,29,6
-80,59,-2042,-27,29,3
-78,50,-2042,-23,26,7
-78,57,-2037,-27,27,7
-80,58,-2035,-26,23,3
-78,61,-2054,-27,22,8
-85,62,-2030,-26,24,4
-77,59,-2037,-24,23,5
-78,60,-2030,-29,23,5
-88,60,-2036,-24,22,7
-81,55,-2060,-28,24,7
-78,57,-2052,-24,23,2
-84,59,-2036,-23,23,6
-80,53,-2045,-31,25,6
-78,56,-2050,-25,27,6
-83,53,-2051,-26,22,8
-81,52,-2032,-26,20,6
-82,51,-2038,-24,23,6
-83,61,-2037,-25,25,5
-79,57,-2038,-28,22,5
-82,63,-2040,-26,21,5
-83,55,-2030,-28,22,7
-83,58,-2037,-27,22,4
-87,56,-2037,-26,24,7
-76,49,-2037,-27,27,2
-82,55,-2050,-27,21,4
-90,54,-2045,-27,25,7
-85,51,-2039,-27,23,6
-78,54,-2041,-24,21,5
-81,59,-2055,-23,23,6
-86,58,-2046,-24,22,5
-85,55,-2049,-27,23,5
-80,54,-2038,-29,23,8
-76,66,-2040,-26,23,5
-88,55,-2038,-27,24,5
-79,62,-2033,-29,26,8
-86,57,-2038,-27,24,6
-81,55,-2042,-28,23,1
-84,66,-2037,-27,20,5
-80,54,-2033,-28,24,4
-78,49,-2048,-25,22,5
-80,60,-2044,-29,19,5
-77,65,-2045,-30,21,3
-77,56,-2038,-25,21,7
-89,62,-2044,-31,22,6
-78,54,-2040,-30,19,1
-75,57,-2044,-28,21,7
-81,50,-2053,-23,22,6
-86,47,-2046,-25,21,6
-76,61,-2043,-26,26,2
-77,57,-2045,-33,20,7
-85,50,-2036,-23,22,7
-74,51,-2045,-29,23,5
-79,61,-2043,-28,21,5
-86,56,-2049,-27,22,4
-77,58,-2036,-26,25,3
-75,58,-2043,-29,22,7
-77,54,-2041,-26,23,3
-82,53,-2044,-25,23,3
-84,55,-2042,-28,21,2
-82,60,-2047,-30,26,6
-74,63,-2042,-28,22,6
-74,57,-2046,-27,24,9
-80,53,-2051,-29,22,5
-80,53,-2051,-27,23,7
-78,54,-2038,-28,24,5
-78,52,-2048,-26,25,6
-87,53,-2034,-28,24,6
-70,53,-2039,-26,23,5
-85,51,-2037,-25,24,5
-75,64,-2032,-26,23,6
-81,55,-2039,-25,27,10
-79,54,-2038,-26,24,1
-79,60,-2042,-26,24,8
-75,58,-2051,-29,25,3
-85,69,-2048,-23,24,4
-83,58,-2041,-24,26,7
-78,50,-2037,-24,21,4
-83,55,-2050,-27,24,3
-84,57,-2040,-25,21,6
-88,59,-2051,-27,24,8
-87,60,-2038,-25,22,3
-81,51,-2047,-24,28,6
-80,55,-2041,-27,24,4
-80,59,-2032,-26,21,4
-80,57,-2043,-28,20,7
-81,58,-2053,-27,24,1
-87,59,-2053,-26,22,3
-79,62,-2037,-26,27,4
