25,-76,2084,-22,26,8
25,-71,2068,-20,19,-1
22,-79,2074,-24,29,2
25,-76,2073,-21,22,0
25,-71,2064,-19,27,-2
31,-70,2075,-20,22,0
27,-63,2070,-26,21,1
30,-82,2064,-22,25,2
19,-71,2081,-22,19,0
26,-73,2059,-22,24,4
19,-71,2076,-25,21,0
19,-70,2067,-23,21,1
14,-68,2078,-23,22,0
32,-70,2073,-24,20,0
27,-73,2067,-23,23,0
23,-69,2071,-23,24,5
23,-78,2069,-24,19,-1
36,-67,2077,-21,24,-1
27,-75,2082,-24,21,1
25,-72,2067,-23,18,4
21,-76,2074,-20,21,-1
26,-75,2066,-23,22,-3
30,-77,2066,-23,21,0
18,-72,2067,-22,21,3
31,-72,2079,-21,22,-2
24,-80,2069,-21,19,-1
20,-73,2065,-20,19,1
21,-72,2067,-22,18,1
25,-69,2074,-22,23,-1
19,-69,2070,-20,21,1
20,-74,2071,-22,23,6
20,-77,2074,-23,17,1
23,-84,2072,-23,20,-1
24,-75,2072,-22,22,0
27,-69,2071,-21,18,-1
29,-70,2068,-20,21,3
23,-71,2073,-18,21,1
27,-74,2074,-25,21,-1
25,-74,2077,-25,22,0
20,-77,2071,-19,21,0
27,-77,2068,-23,24,-1
27,-76,2080,-19,22,1
28,-80,2072,-20,20,-3
33,-78,2070,-21,21,0
16,-69,2069,-22,18,-1
22,-74,2062,-23,23,-3
20,-76,2073,-22,23,0
30,-74,2082,-26,21,6
25,-71,2079,-24,20,1
21,-82,2064,-23,24,4
21,-77,2078,-22,24,1
23,-69,2066,-22,25,0
20,-71,2078,-23,22,-1
24,-73,2068,-25,22,1
28,-76,2065,-21,21,-1
18,-77,2075,-23,26,1
27,-76,2075,-21,17,-1
25,-74,2071,-23,15,5
26,-72,2070,-21,21,-3
28,-70,2063,-25,22,2
23,-82,2074,-20,23,2
28,-82,2055,-21,19,-1
34,-71,2068,-22,21,0
23,-79,2065,-19,23,-1
23,-75,2072,-20,21,1
20,-70,2083,-22,21,1
27,-78,2073,-23,19,1
23,-75,2067,-23,24,2
25,-78,2077,-23,24,0
26,-72,2066,-22,21,4
32,-70,2070,-22,20,0
26,-68,2069,-25,23,-1
29,-73,2079,-20,19,3
24,-77,2065,-24,18,4
17,-74,2067,-18,19,-1
26,-74,2061,-19,20,0
29,-77,2066,-24,19,-1
18,-70,2066,-20,23,5
23,-79,2074,-15,20,0
25,-76,2055,-26,20,-1
25,-80,2073,-20,20,3
27,-71,2076,-23,17,-2
29,-68,2073,-24,22,-3
31,-73,2068,-20,22,0
27,-76,2062,-21,25,0
27,-73,2072,-24,22,3
21,-72,2066,-25,21,-2
28,-75,2070,-25,21,1
20,-79,2075,-23,23,1
18,-76,2074,-23,23,-2
20,-75,2074,-20,27,0
24,-75,2081,-22,19,2
26,-71,2071,-22,21,1
28,-70,2075,-24,19,4
27,-70,2067,-25,22,-1
28,-73,2069,-23,24,3
24,-69,2069,-24,22,1
20,-77,2067,-25,18,0
29,-71,2051,-23,20,1
21,-73,2066,-21,20,2
20,-67,2062,-21,21,0
28,-72,2055,-20,22,-1
33,-65,2071,-21,20,-1
22,-69,2073,-22,21,2
30,-74,2074,-22,21,2
25,-72,2078,-22,20,2
23,-71,2072,-22,23,2
22,-66,2067,-24,20,-2
26,-71,2066,-24,19,0
22,-79,2074,-25,20,1
24,-76,2083,-24,23,4
28,-80,2070,-21,22,0
26,-73,2073,-25,20,3
23,-72,2071,-21,17,-2
21,-74,2069,-20,24,-2
24,-79,2087,-20,21,1
23,-71,2070,-21,19,-2
25,-74,2070,-21,21,0
30,-76,2075,-23,18,-2
32,-69,2063,-22,19,1
27,-74,2083,-26,22,1
25,-75,2077,-25,20,1
23,-76,2070,-23,23,1
28,-76,2081,-18,21,2
28,-77,2078,-26,20,2
26,-72,2073,-25,21,2
25,-68,2063,-25,16,1
22,-71,2072,-24,20,2
9,-74,2075,-21,21,2
25,-72,2078,-21,22,-3
24,-69,2074,-24,19,2
30,-67,2066,-18,22,0
22,-70,2068,-22,19,7
24,-71,2073,-19,18,-2
28,-77,2081,-17,21,2
29,-71,2069,-21,22,1
22,-79,2071,-24,22,1
22,-73,2076,-20,20,-1
24,-68,2079,-22,21,1
14,-73,2063,-21,21,4
25,-76,2071,-25,24,-5
19,-64,2069,-19,22,0
29,-70,2074,-23,22,-1
20,-76,2071,-25,20,1
29,-77,2077,-24,23,-4
26,-78,2071,-22,16,4
27,-76,2081,-21,18,2
29,-71,2077,-22,22,-3
29,-75,2068,-22,23,3
26,-76,2070,-23,20,0
30,-72,2070,-24,23,6
21,-70,2082,-17,20,3
32,-74,2074,-24,23,-2
30,-69,2080,-26,22,3
27,-73,2072,-20,18,3
25,-73,2077,-20,20,0
28,-80,2066,-23,20,0
26,-65,2070,-24,20,0
21,-75,2065,-20,22,0
23,-70,2071,-25,23,1
26,-68,2067,-21,21,1
25,-72,2075,-20,17,2
25,-66,2075,-24,21,0
29,-66,2061,-22,21,3
20,-72,2071,-21,23,-1
19,-77,2056,-23,23,3
19,-72,2063,-24,24,1
38,-69,1923,-16,14,0
27,-75,2132,-27,36,4
22,-83,2082,-16,10,-1
18,-84,2054,-22,23,-2
31,-75,2117,-19,24,2
22,-73,2042,-18,18,-2
25,-69,2096,-25,32,-1
26,-76,2055,-21,14,-3
26,-73,2063,-25,25,0
27,-75,2069,-27,20,-1
20,-77,2062,-24,20,2
25,-71,2069,-21,24,0
20,-72,2070,-18,24,-4
31,-74,2075,-20,25,-1
15,-68,2068,-20,21,-2
32,-75,2066,-23,22,2
24,-76,2063,-26,20,-3
26,-75,2065,-22,20,4
28,-72,2077,-25,23,4
29,-69,2078,-17,23,-2
28,-77,2073,-25,21,1
25,-72,2069,-25,21,0
33,-70,2081,-21,19,1
25,-77,2072,-23,22,1
35,-79,2067,-23,21,2
24,-67,2069,-20,20,-2
23,-72,2062,-24,22,2
25,-67,2086,-22,19,-1
26,-71,2064,-24,23,5
17,-72,2070,-22,23,-2
27,-72,2065,-22,24,1
23,-63,2069,-24,24,1
22,-82,2068,-24,24,-1
20,-69,2066,-23,22,-1
28,-76,2071,-24,17,-1
19,-70,2076,-22,24,-1
19,-78,2074,-24,20,2
27,-72,2079,-21,22,1
27,-78,2069,-23,22,0
20,-69,2070,-26,22,1
25,-70,2064,-24,21,-1
23,-71,2072,-25,22,1
23,-68,2062,-23,22,-3
26,-73,2084,-23,22,5
22,-79,2087,-24,21,1
18,-77,2069,-26,22,0
29,-77,2067,-22,24,1
19,-71,2072,-23,19,1
21,-74,2061,-21,21,1
25,-73,2072,-22,26,-1
30,-73,2068,-24,22,-1
21,-68,2073,-18,23,-2
29,-71,2070,-22,19,0
20,-89,2066,-23,23,-3
14,-87,2079,-21,23,1
17,-87,2081,-23,18,-2
23,-68,2067,-22,27,1
21,-71,2090,-22,17,-3
25,-64,2059,-20,21,2
23,-74,2077,-21,24,-1
25,-80,2071,-17,20,1
23,-87,2070,-20,23,-2
18,-77,2076,-21,19,-3
27,-73,2068,-21,23,1
25,-70,2083,-22,20,-1
33,-65,2077,-25,21,4
23,-68,2083,-26,22,4
27,-70,2074,-22,21,0
24,-83,2076,-22,19,0
26,-80,2069,-23,21,2
26,-70,2073,-23,22,1
22,-73,2072,-19,19,0
29,-71,2065,-21,25,-1
26,-76,2083,-26,20,5
25,-69,2069,-24,21,-1
17,-75,2075,-21,22,1
27,-71,2066,-24,22,2
19,-74,2078,-23,24,0
31,-68,2072,-21,18,1
28,-76,2076,-18,20,3
20,-66,2066,-22,22,-1
28,-64,2072,-19,23,2
21,-72,2077,-24,22,0
25,-68,2073,-22,18,2
29,-71,2072,-24,21,4
26,-78,2070,-23,22,3
31,-69,2075,-19,22,0
27,-73,2068,-20,25,-1
24,-64,2071,-24,21,0
27,-70,2070,-22,23,1
22,-71,2079,-24,21,-2
27,-77,2069,-23,23,0
20,-80,2075,-20,19,1
23,-75,2069,-22,20,-1
25,-72,2085,-26,21,3
24,-75,2057,-26,21,4
22,-68,2070,-21,22,4
18,-77,2076,-23,21,-3
27,-67,2065,-29,24,0
21,-72,2068,-22,21,-1
25,-69,2075,-24,19,-2
18,-68,2084,-20,22,-1
21,-80,2078,-21,21,2
29,-72,2068,-23,21,2
31,-70,2061,-21,21,4
25,-73,2061,-19,23,1
29,-68,2080,-21,20,3
27,-71,2066,-23,25,0
28,-75,2069,-21,23,1
28,-73,2067,-22,19,1
27,-72,2075,-23,24,-2
25,-69,2072,-21,21,1
22,-68,2075,-20,20,1
21,-71,2076,-24,23,1
29,-72,2064,-24,22,3
24,-65,2073,-21,20,2
27,-71,2068,-25,20,1
26,-71,2070,-22,25,0
23,-74,2063,-23,22,3
29,-71,2067,-22,22,-2
30,-73,2077,-21,23,-3
26,-79,2061,-21,23,2
24,-70,2072,-22,24,2
19,-67,2077,-22,21,2
20,-76,2071,-23,21,-1
20,-73,2067,-18,20,3
30,-78,2075,-26,26,2
23,-77,2093,-20,16,0
20,-75,2072,-24,20,1
28,-73,2070,-21,21,3
20,-77,2068,-27,24,0
22,-74,2068,-25,25,1
27,-70,2075,-23,21,0
28,-77,2074,-23,18,1
21,-73,2078,-20,19,0
27,-69,2082,-23,20,-2
26,-73,2074,-22,21,-2
21,-68,2063,-22,21,1
24,-73,2078,-19,24,-1
28,-68,2072,-22,23,-2
23,-72,2071,-25,20,-2
24,-69,2077,-22,19,2
32,-64,2073,-18,20,0
32,-71,2079,-25,21,-2
27,-77,2072,-25,19,1
29,-80,2076,-20,23,-2
18,-78,2076,-22,21,2
25,-71,2076,-25,21,-1
27,-73,2068,-26,26,0
32,-79,2071,-22,18,0
23,-71,2068,-22,19,0
23,-64,2073,-23,22,1
25,-67,2081,-23,22,4
27,-68,2065,-23,19,3
23,-79,2062,-20,24,0
24,-77,2083,-20,21,-1
23,-74,2072,-22,23,3
21,-76,2078,-19,25,-4
23,-74,2071,-25,18,1
30,-69,2062,-24,25,1
21,-71,2069,-19,23,-3
32,-77,2065,-20,23,-5
25,-72,2068,-22,19,3
31,-68,2066,-25,20,6
24,-72,2077,-23,20,-2
25,-72,2069,-25,22,-6
23,-72,2072,-24,24,1
31,-76,2077,-22,21,1
23,-85,2073,-19,22,1
25,-71,2055,-25,19,-1
28,-63,2075,-23,21,1
25,-73,2071,-25,20,3
20,-64,2062,-22,24,2
25,-79,2080,-22,24,0
25,-72,2078,-25,19,1
28,-71,2068,-23,22,-1
31,-74,2073,-23,18,3
19,-68,2081,-18,25,0
21,-71,2078,-23,17,0
30,-73,2075,-24,18,-1
28,-68,2062,-20,20,1
22,-69,2077,-18,19,1
20,-69,2062,-22,22,1
28,-75,2086,-22,22,2
23,-71,2080,-23,20,1
25,-68,2074,-23,20,2
26,-75,2069,-19,20,-4
26,-76,2073,-21,25,2
25,-75,2071,-18,19,-2
24,-69,2067,-21,21,2
22,-73,2072,-23,22,1
20,-70,2085,-25,20,-2
27,-70,2084,-23,23,5
27,-79,2068,-22,22,3
26,-72,2080,-23,22,1
24,-77,2064,-22,28,1
27,-72,2066,-20,19,-1
21,-75,2072,-23,20,0
20,-68,2068,-22,23,-1
23,-78,2072,-23,20,4
23,-78,2061,-26,19,-2
20,-74,2080,-21,20,-2
26,-70,2067,-21,22,0
24,-66,2076,-23,21,4
33,-70,2069,-20,22,1
22,-66,2074,-23,20,5
26,-75,2063,-24,19,7
27,-70,2081,-24,23,3
23,-78,2068,-20,20,-1
25,-73,2077,-21,21,0
30,-73,2078,-26,22,-2
31,-67,2069,-22,25,-2
26,-66,2072,-25,25,0
22,-67,2069,-24,21,-1
22,-75,2073,-22,22,1
30,-73,2067,-24,20,-1
26,-78,2076,-24,23,-3
23,-70,2075,-25,20,-3
31,-68,2060,-20,22,-2
16,-76,2077,-24,22,4
21,-84,2075,-22,20,1
31,-73,2065,-21,21,-1
22,-84,2073,-25,21,1
22,-76,2071,-20,22,-1
25,-75,2071,-20,21,4
22,-70,2072,-21,19,0
20,-74,2059,-23,24,3
29,-67,2072,-20,20,-1
24,-69,2066,-18,27,-3
21,-76,2072,-21,23,0
25,-72,2073,-25,20,-3
27,-73,2077,-21,22,-4
25,-68,2066,-22,20,-1
24,-71,2068,-22,19,-3
29,-70,2070,-20,20,-2
25,-79,2071,-24,20,1
32,-75,2075,-27,20,-1
26,-72,2072,-24,19,4
20,-65,2050,-18,17,0
25,-72,2070,-19,23,2
32,-73,2073,-22,20,0
24,-69,2058,-21,24,-3
18,-71,2054,-22,19,1
22,-73,2072,-25,18,2
22,-77,2066,-19,24,1
27,-70,2076,-23,19,2
27,-75,2067,-20,23,2
26,-75,2074,-23,21,2
27,-76,2076,-23,22,-2
27,-81,2072,-22,23,0
25,-77,2079,-22,20,0
21,-67,2068,-24,21,4
27,-79,2077,-20,18,-1
26,-70,2077,-22,20,1
22,-76,2069,-23,22,4
15,-74,2061,-22,23,-1
28,-74,2065,-28,23,4
29,-79,2077,-23,24,1
28,-77,2081,-24,20,0
21,-72,2074,-20,22,2
19,-71,2073,-23,22,0
24,-73,2067,-18,24,1
29,-73,2075,-22,23,2
23,-68,2068,-23,25,1
29,-76,2065,-19,21,-2
26,-76,2077,-21,20,-2
27,-65,2072,-23,22,1
14,-76,2063,-24,20,3
27,-69,2061,-26,21,0
20,-77,2076,-21,23,0
25,-67,2076,-24,18,3
24,-70,2063,-19,21,2
25,-76,2062,-21,21,-2
25,-77,2071,-27,21,0
28,-76,2067,-21,20,3
27,-75,2076,-22,23,0
30,-66,2076,-24,21,2
24,-77,2064,-23,19,1
23,-68,2082,-22,21,4
32,-70,2068,-20,21,0
30,-66,2075,-22,22,3
23,-71,2074,-18,21,5
30,-78,2064,-25,22,2
28,-74,2080,-23,22,0
18,-77,2065,-21,22,5
21,-76,2078,-26,18,1
22,-69,2069,-22,21,1
24,-75,2080,-22,22,0
23,-68,2062,-22,20,2
19,-77,2066,-24,20,-5
29,-65,2055,-23,21,-4
26,-76,2076,-23,18,-1
20,-70,2066,-20,19,4
19,-67,2063,-24,22,0
22,-68,2063,-22,24,2
34,-73,2069,-20,20,2
29,-71,2078,-25,20,-1
23,-74,2078,-24,24,4
23,-74,2083,-20,21,3
31,-78,2074,-23,23,4
24,-74,2069,-20,20,3
17,-71,2057,-26,18,1
26,-69,2077,-24,21,-1
27,-74,2075,-18,23,4
21,-67,2080,-21,24,2
22,-66,2062,-21,23,-4
24,-77,2071,-22,23,5
29,-78,2080,-23,20,1
20,-77,2075,-22,19,3
26,-77,2071,-18,20,1
24,-74,2068,-21,24,5
20,-75,2072,-22,23,2
29,-70,2064,-24,22,1
23,-74,2072,-24,22,0
29,-72,2073,-21,21,2
25,-79,2074,-28,23,6
24,-71,2078,-20,22,1
23,-74,2075,-27,23,2
21,-69,2060,-22,20,0
30,-79,2065,-25,23,-1
23,-70,2062,-21,21,4
25,-74,2071,-25,21,2
18,-70,2072,-21,22,-2
26,-72,2071,-20,22,-1
19,-73,2074,-20,20,3
24,-72,2066,-20,22,6
24,-71,2066,-22,19,1
22,-67,2069,-23,25,0
19,-78,2077,-22,21,2
27,-81,2070,-21,23,1
22,-76,2062,-23,19,3
30,-66,2071,-23,20,2
30,-71,2074,-25,22,1
27,-72,2069,-21,21,-1
32,-73,2068,-22,19,2
25,-66,2069,-25,21,4
21,-79,2074,-21,19,5
27,-73,2075,-24,22,4
32,-75,2079,-21,22,5
20,-68,2063,-24,25,2
28,-74,2069,-23,17,0
23,-79,2068,-23,22,2
29,-75,2068,-24,23,0
27,-77,2061,-18,17,2
17,-74,2068,-23,15,1
29,-71,2063,-21,23,-5
23,-75,2057,-23,20,-3
25,-74,2059,-23,23,1
28,-73,2063,-25,24,-2
24,-83,2074,-24,22,-1
28,-72,2086,-21,24,2
15,-80,2071,-19,20,2
24,-75,2078,-22,20,-5
24,-72,2076,-23,22,1
16,-80,2069,-21,23,3
18,-70,2072,-21,24,3
25,-75,2077,-23,18,1
24,-70,2072,-23,24,1
27,-76,2062,-20,21,3
21,-72,2065,-22,18,0
29,-70,2085,-23,21,0
23,-83,2069,-23,21,4
27,-76,2072,-21,23,-1
26,-71,2071,-21,24,-4
26,-72,2077,-21,21,3
29,-68,2076,-23,20,-2
18,-73,2066,-24,20,0
22,-70,2072,-24,18,-1
25,-70,2071,-24,24,2
17,-78,2079,-19,20,3
21,-68,2071,-20,18,1
24,-65,2078,-23,23,1
23,-71,2072,-24,21,0
26,-70,2064,-23,25,6
23,-72,2057,-25,21,4
21,-65,2060,-20,21,1
27,-67,2070,-24,19,1
23,-73,2072,-26,19,-4
20,-73,2072,-22,22,0
27,-70,2070,-21,21,-1
19,-65,2078,-24,21,0
26,-69,2083,-24,21,1
23,-66,2059,-23,21,0
15,-73,2083,-22,22,-2
26,-70,2066,-22,21,4
22,-70,2066,-21,19,1
27,-76,2061,-20,21,1
27,-75,2075,-23,18,5
15,-76,2079,-25,21,1
28,-67,2075,-22,20,4
13,-69,2078,-24,21,1
24,-73,2059,-18,20,-2
25,-80,2078,-24,20,0
21,-70,2075,-23,22,0
18,-78,2069,-23,15,-2
27,-78,2078,-21,21,1
23,-72,2084,-22,27,-2
18,-72,2073,-23,17,0
24,-82,2080,-25,24,-2
18,-79,2069,-25,24,3
24,-69,2064,-26,22,6
23,-66,2071,-20,20,2
21,-71,2076,-20,22,-1
35,-72,2078,-22,22,1
22,-71,2074,-17,21,2
24,-73,2059,-20,23,2
21,-84,2054,-21,23,5
22,-78,2071,-24,21,0
19,-77,2078,-19,20,1
25,-67,2070,-22,23,0
29,-74,2075,-22,16,-1
19,-79,2076,-21,21,1
18,-75,2086,-21,21,0
24,-74,2075,-24,22,-2
26,-82,2081,-23,21,-2
18,-70,2074,-18,21,3
23,-76,2070,-22,17,4
24,-72,2071,-21,21,0
25,-67,2074,-23,20,-2
26,-74,2077,-21,23,2
22,-73,2074,-22,21,1
27,-71,2068,-25,23,6
19,-74,2069,-20,20,5
21,-76,2072,-22,20,4
23,-66,2071,-21,22,-2
25,-78,2088,-20,24,1
19,-69,2069,-23,21,0
22,-65,2076,-24,23,2
21,-66,2069,-22,22,2
25,-71,2072,-25,21,1
16,-77,2073,-23,23,0
25,-70,2081,-23,23,0
25,-73,2073,-21,20,6
23,-74,2082,-24,24,-1
29,-77,2066,-21,18,-4
25,-65,2074,-23,21,1
24,-68,2069,-20,20,0
19,-73,2076,-22,16,1
31,-73,2085,-23,22,5
24,-81,2065,-24,19,5
24,-72,2057,-21,25,3
29,-74,2075,-23,20,-2
19,-70,2073,-22,21,0
22,-73,2083,-22,21,3
28,-69,2064,-21,25,1
28,-74,2072,-23,22,-2
28,-80,2058,-24,21,-1
27,-69,2075,-22,24,6
24,-73,2057,-23,22,-3
22,-67,2066,-23,24,2
19,-73,2066,-23,22,1
25,-68,2067,-25,20,1
25,-71,2073,-20,25,3
27,-69,2076,-21,19,0
24,-78,2061,-18,22,-2
24,-80,2065,-19,19,2
28,-76,2059,-23,22,5
24,-78,2076,-21,20,-3
20,-77,2073,-22,20,-2
22,-73,2063,-23,16,0
32,-75,2070,-23,21,1
27,-79,2069,-20,23,8
21,-75,2076,-26,21,1
32,-73,2069,-20,22,0
26,-80,2078,-24,22,1
33,-67,2067,-21,23,-4
24,-72,2068,-20,21,1
26,-78,2069,-23,26,4
33,-71,2081,-22,22,-2
16,-76,2071,-22,19,0
30,-75,2070,-20,20,4
20,-70,2081,-24,22,-3
23,-62,2068,-24,20,2
21,-79,2081,-25,24,3
29,-71,2066,-21,24,-5
26,-70,2078,-18,19,2
24,-83,2062,-21,21,1
27,-73,2064,-24,19,1
24,-75,2077,-23,22,-1
24,-71,2069,-26,20,1
22,-75,2064,-23,24,1
25,-75,2078,-22,25,2
25,-74,2061,-25,23,1
22,-70,2071,-22,20,0
26,-69,2073,-23,19,2
18,-74,2076,-21,23,0
22,-74,2068,-22,20,1
21,-77,2066,-21,25,-1
28,-72,2074,-18,24,1
32,-74,2073,-18,22,1
30,-73,2073,-19,19,-1
23,-75,2063,-21,21,3
23,-69,2066,-24,19,1
24,-77,2064,-24,21,0
23,-70,2080,-27,21,-1
28,-73,2065,-26,20,1
24,-74,2075,-20,22,3
24,-69,2072,-24,19,0
24,-74,2076,-22,22,4
14,-70,2073,-20,23,-2
26,-77,2065,-19,25,1
20,-64,2068,-23,19,-1
31,-77,2079,-20,19,0
25,-68,2079,-19,24,0
27,-69,2073,-21,18,5
26,-70,2063,-23,24,4
23,-72,2079,-21,19,2
26,-74,2082,-20,21,2
20,-82,2066,-22,18,-3
23,-71,2061,-28,23,0
17,-72,2086,-26,24,2
23,-75,2072,-25,22,1
24,-69,2071,-21,21,2
24,-71,2064,-25,22,2
22,-76,2073,-25,23,0
20,-71,2072,-25,21,1
29,-73,2063,-24,26,1
23,-74,2070,-24,23,0
32,-82,2073,-25,26,-1
19,-85,2078,-22,21,3
27,-75,2082,-23,22,-2
27,-78,2078,-21,22,2
25,-71,2071,-21,27,1
21,-64,2080,-21,26,-3
29,-70,2074,-28,24,1
26,-71,2079,-25,22,4
23,-77,2085,-23,20,-1
23,-80,2073,-24,21,-1
26,-77,2071,-22,21,4
23,-78,2082,-20,21,1
21,-75,2077,-25,27,1
24,-73,2072,-25,18,1
22,-76,2080,-22,24,1
29,-71,2077,-22,17,1
26,-65,2063,-22,21,3
22,-69,2063,-24,21,-1
28,-71,2081,-23,21,-5
24,-75,2078,-19,21,1
24,-75,2073,-22,25,0
26,-77,2078,-19,21,1
24,-77,2073,-23,21,-4
35,-76,2073,-25,19,4
30,-69,2073,-24,22,-4
24,-74,2082,-21,23,3
23,-73,2081,-19,20,3
24,-71,2065,-19,20,2
24,-71,2068,-25,22,5
28,-70,2057,-22,16,1
22,-74,2072,-26,25,4
16,-77,2081,-23,20,0
26,-78,2072,-22,20,-4
22,-72,2067,-22,21,-1
33,-78,2063,-22,24,1
21,-70,2076,-21,19,2
18,-72,2073,-26,23,1
23,-74,2072,-18,22,4
18,-71,2069,-25,22,-1
25,-75,2070,-25,22,-1
16,-74,2068,-23,22,2
20,-83,2068,-23,20,-1
27,-74,2073,-23,24,2
21,-83,2072,-21,23,1
25,-80,2071,-25,23,-1
25,-73,2070,-20,23,0
23,-76,2074,-23,24,2
19,-75,2066,-20,19,1
30,-70,2082,-19,25,2
24,-80,2068,-24,24,6
22,-75,2069,-25,22,2
19,-71,2067,-24,20,-1
20,-80,2069,-25,20,1
22,-69,2069,-22,23,-3
26,-77,2069,-25,22,1
21,-79,2073,-20,21,2
26,-67,2076,-23,24,-1
16,-74,2082,-23,19,3
20,-72,2070,-21,21,-2
25,-70,2078,-20,21,-2
25,-75,2073,-27,20,-3
20,-73,2072,-26,20,3
32,-75,2076,-27,20,-2
15,-76,2068,-21,17,1
27,-73,2076,-20,19,-1
19,-76,2073,-22,20,-1
27,-73,2068,-20,23,2
24,-74,2061,-19,22,4
18,-75,2079,-23,22,0
24,-80,2076,-23,19,-2
34,-80,2064,-23,22,0
29,-73,2075,-24,22,1
26,-76,2060,-23,18,2
21,-69,2068,-25,21,-1
23,-75,2068,-21,23,-1
26,-77,2054,-27,22,0
23,-72,2070,-18,23,0
22,-72,2063,-25,23,2
22,-72,2072,-24,19,1
22,-70,2066,-23,24,1
28,-68,2066,-25,25,1
27,-73,2066,-27,24,1
27,-77,2070,-18,23,2
26,-77,2075,-25,21,0
29,-70,2077,-23,20,0
14,-74,2071,-25,21,0
20,-73,2093,-22,18,0
25,-71,2077,-21,25,5
26,-72,2077,-21,21,-3
30,-71,2074,-23,20,-2
19,-83,2072,-26,19,-1
23,-82,2084,-21,23,4
20,-81,2078,-26,23,-2
28,-74,2075,-25,21,2
21,-70,2070,-19,20,2
21,-71,2069,-23,19,1
20,-79,2063,-20,23,-1
19,-77,2065,-22,23,3
29,-80,2074,-18,22,0
23,-81,2079,-25,20,-1
33,-79,2071,-19,23,-1
28,-75,2076,-22,18,0
24,-69,2085,-22,20,-2
20,-73,2073,-27,23,3
23,-71,2076,-23,19,1
21,-70,2072,-25,22,0
29,-72,2068,-20,20,3
22,-75,2083,-24,25,-2
27,-73,2067,-22,21,-2
26,-73,2079,-21,23,-1
22,-69,2064,-22,19,7
23,-70,2073,-20,23,2
24,-68,2073,-20,26,3
28,-74,2071,-22,21,-1
29,-78,2069,-20,21,2
21,-66,2074,-23,21,1
26,-71,2073,-24,18,2
30,-72,2076,-24,23,1
20,-74,2078,-22,21,2
26,-77,2064,-21,19,0
23,-73,2069,-26,18,3
29,-76,2076,-25,23,0
26,-82,2072,-23,20,5
24,-69,2088,-23,24,5
19,-74,2070,-22,24,-1
24,-72,2078,-23,23,-4
20,-79,2065,-27,25,2
23,-76,2072,-22,19,0
24,-70,2078,-21,21,-1
28,-71,2061,-23,21,1
